"id","title","year","cast","genres","extract","thumbnail","thumbnail_width","thumbnail_height"
"8963580f-e849-4262-812e-911065c96edd","Big Time Adolescence",2020,"{""Pete Davidson"",""Griffin Gluck"",""Jon Cryer"",""Oona Laurence"",""Sydney Sweeney""}","{Comedy}","Big Time Adolescence is a 2019 American coming-of-age comedy film written and directed by Jason Orley, in his directorial debut. It stars Pete Davidson, Griffin Gluck, Emily Arlook, Colson Baker, Sydney Sweeney and Jon Cryer.","https://upload.wikimedia.org/wikipedia/en/4/4d/Big_Time_Adolescences_poster.jpeg",259,385
"d046a0ad-f89c-4c95-b544-e834b9a5d318","Lost Transmissions",2020,"{""Simon Pegg"",""Juno Temple"",""Alexandra Daddario"",""Tao Okamoto"",""Rosanna Arquette"",""Bria Vinaite""}","{Drama}","Lost Transmissions is a 2019 drama film written and directed by Katharine O'Brien. It stars Simon Pegg, Juno Temple, and Alexandra Daddario. It premiered at the Tribeca Film Festival on April 28, 2019 ati was released on March 13, 2020 by Gravitas Ventures.","https://upload.wikimedia.org/wikipedia/en/e/ee/LostTransmissionTribeca.png",258,387
"f9cf5c22-104a-4061-82a7-3cc507419104","Resistance",2020,"{""Jesse Eisenberg"",""Ed Harris"",""Clémence Poésy"",""Matthias Schweighöfer"",""Félix Moati"",""Karl Markovics"",""Vica Kerekes"",""Bella Ramsey"",""Édgar Ramírez""}","{Drama,Biography}","Resistance is a 2020 biographical drama film written and directed by Jonathan Jakubowicz, inspired by the life of Marcel Marceau. It stars Jesse Eisenberg as Marceau, with Clémence Poésy, Matthias Schweighöfer, Alicia von Rittberg, Félix Moati, Géza Röhrig, Karl Markovics, Vica Kerekes, Bella Ramsey, Ed Harris and Édgar Ramírez.","https://upload.wikimedia.org/wikipedia/en/1/1b/Resistance_poster.jpg",259,383
"eb2a42f1-6c55-47aa-b495-e3c16b218d4e","Uncorked",2020,"{""Mamoudou Athie"",""Courtney B. Vance"",""Niecy Nash"",""Matt McGorry""}","{Drama}","Uncorked is a 2020 American drama film, written and directed by Prentice Penny. It stars Mamoudou Athie, Courtney B. Vance, Niecy Nash, Matt McGorry, Sasha Compère, Gil Ozeri, Kelly Jenrette, Bernard David Jones, Melisia Lomax and Meera Rohit Kumbhani.","https://upload.wikimedia.org/wikipedia/en/9/92/Uncorked_poster.jpeg",259,383
"c1042b95-8690-4bc8-b0fe-065dd5448102","Vivarium",2020,"{""Imogen Poots"",""Jesse Eisenberg""}","{""Science Fiction""}","Vivarium is a 2019 science fiction film directed by Lorcan Finnegan, from a story by Finnegan and Garret Shanley. An international co-production between Ireland, Denmark and Belgium, it stars Imogen Poots and Jesse Eisenberg. It premiered at the Cannes Film Festival on 18 May 2019, and was released in Ireland on 27 March 2020 by Vertigo Releasing. The film follows a couple that is forced to care for a mysterious child while trapped in a seemingly perfect neighbourhood.","https://upload.wikimedia.org/wikipedia/en/1/11/Vivarium_film_theatrical_poster.jpg",220,326
"048c2856-87e7-4587-8af8-866c136560eb","Coffee & Kareem",2020,"{""Ed Helms"",""Taraji P. Henson"",""Betty Gilpin"",""King Bach"",""David Alan Grier""}","{Action,Comedy}","Coffee & Kareem is a 2020 American action comedy film directed by Michael Dowse and written by Shane Mack. It stars Ed Helms, Terrence Little Gardenhigh, Betty Gilpin, RonReaco Lee, Andrew Bachelor, David Alan Grier and Taraji P. Henson, and follows a bumbling Detroit cop who must rescue his girlfriend and her 12-year-old son from gangsters after the boy witnesses a murder.","https://upload.wikimedia.org/wikipedia/en/0/03/Coffee_%26_Kareem_poster.jpeg",259,383
"5c9f2e6c-730c-4137-a994-0cf54b0d77b8","Trolls World Tour",2020,"{""Anna Kendrick"",""Justin Timberlake"",""Rachel Bloom"",""James Corden"",""Ron Funches"",""Kelly Clarkson"",""Anderson Paak"",""Sam Rockwell"",""George Clinton"",""Mary J. Blige""}","{Animated,Comedy,Musical}","Trolls World Tour is a 2020 American computer-animated jukebox musical comedy film produced by DreamWorks Animation and distributed by Universal Pictures, based on the Good Luck Trolls dolls created by Thomas Dam. The sequel to Trolls (2016) and the second installment in the franchise, the film was directed by Walt Dohrn and co-directed by David P. Smith, from a screenplay by Maya Forbes, Wallace Wolodarsky, Elizabeth Tippet, and the writing team of Jonathan Aibel and Glenn Berger, and a story by Aibel and Berger. The film features an ensemble cast that includes the voices of Anna Kendrick, Justin Timberlake, Rachel Bloom, James Corden, Ron Funches, Kelly Clarkson, Anderson .Paak, Sam Rockwell, George Clinton, and Mary J. Blige. The film follows Poppy and Branch as they discover several more troll tribes that represent music genres other than their own. Troubles arise when the Queen of the Rock tribe plans to overthrow the foreign music genres to unite the trolls under rock music.","https://upload.wikimedia.org/wikipedia/en/e/ed/Trolls_World_Tour_poster.jpg",258,386
"675adab4-770f-4330-8045-d2836f8cf4c5","Love Wedding Repeat",2020,"{""Olivia Munn"",""Sam Claflin"",""Freida Pinto"",""Eleanor Tomlinson"",""Jack Farthing""}","{Comedy,Romance}","Love Wedding Repeat is a 2020 romantic comedy film written and directed by Dean Craig, in his feature directorial debut. A remake of the 2012 French romantic comedy film Plan de Table, the film stars Sam Claflin, Olivia Munn and Eleanor Tomlinson. It was released on 10 April 2020 by Netflix.","https://upload.wikimedia.org/wikipedia/en/3/39/Love_Wedding_Repeat.jpg",220,326
"ae200b64-b890-45e7-bb12-3f9f45f8f2c7","The Main Event",2020,"{""Seth Carr"",""Tichina Arnold"",""Ken Marino"",""Adam Pally""}","{Comedy,Sports}","The Main Event is a 2020 American sports comedy film directed by Jay Karas, from a screenplay by Larry Postel and starring Seth Carr, Tichina Arnold, Ken Marino and Adam Pally. It was released on April 10, 2020, by Netflix.","https://upload.wikimedia.org/wikipedia/en/7/77/The_Main_Event_%282020_film%29.png",220,326
"2fd4159e-ff0c-4bf9-b4f5-dc96205eaa45","We Summon the Darkness",2020,"{""Alexandra Daddario"",""Keean Johnson"",""Logan Miller"",""Maddie Hasson"",""Amy Forsyth"",""Austin Swift"",""Johnny Knoxville""}","{Horror,Thriller}","We Summon the Darkness is a 2019 American horror thriller film directed by Marc Meyers and written by Alan Trezza. The film stars Alexandra Daddario, Keean Johnson, Maddie Hasson, Amy Forsyth, Logan Miller, Austin Swift, and Johnny Knoxville.","https://upload.wikimedia.org/wikipedia/en/5/5d/We_Summon_the_Darkness_film_poster.png",220,326
"1ea5d6c4-8d13-4090-9376-31a37c541e21","Corona Zombies",2020,"{""Cody Renee Cameron"",""Russell Coker"",""Robin Sydney""}","{Comedy,Horror}","Corona Zombies is a 2020 American comedy horror film directed by Charles Band, and produced and distributed by Full Moon Features. Inspired by the COVID-19 pandemic, the film stars Cody Renee Cameron as Barbie, a woman who finds herself facing an outbreak of zombies infected by coronavirus disease 2019 (COVID-19). Alongside Cameron, the film stars Russell Coker and Robin Sydney.","https://upload.wikimedia.org/wikipedia/en/2/2c/Corona_Zombies_%282020%29_poster.jpg",245,367
"dfa89d1b-c9c5-4ab1-9436-416624d4c11c","Sergio",2020,"{""Wagner Moura"",""Ana de Armas"",""Garret Dillahunt"",""Brían F. O'Byrne"",""Clemens Schick"",""Bradley Whitford""}","{Drama,Biography}","Sergio is a 2020 American biographical drama film about the United Nations diplomat Sérgio Vieira de Mello. The film is directed by Greg Barker, from a screenplay written by Craig Borten. It stars Wagner Moura, Ana de Armas, Garret Dillahunt, Clemens Schick, Will Dalton, Bradley Whitford and Brían F. O'Byrne.","https://upload.wikimedia.org/wikipedia/en/d/da/Sergio_poster.jpeg",259,383
"1ce2271c-c88e-45fd-991e-8a8cd033196c","The Willoughbys",2020,"{""Will Forte"",""Maya Rudolph"",""Alessia Cara"",""Terry Crews"",""Martin Short"",""Jane Krakowski"",""Ricky Gervais""}","{Animated,Comedy}","The Willoughbys is a 2020 computer-animated comedy film directed by Kris Pearn and co-directed by Rob Lodermeier. Based on the book of the same name by Lois Lowry, the film's screenplay was written by Pearn and Mark Stanleigh, and stars the voices of Will Forte, Maya Rudolph, Alessia Cara, Terry Crews, Martin Short, Jane Krakowski, Seán Cullen, and Ricky Gervais, who also narrates the film and follows four kids trying to find new parents to replace their self-centered and neglectful ones.","https://upload.wikimedia.org/wikipedia/en/a/a0/The_Willoughbys_Theatrical_release_poster.jpg",259,383
"b879d712-4ba0-440d-bbb4-4b67d43f6ce9","Extraction",2020,"{""Chris Hemsworth"",""Rudhraksh Jaiswal"",""Randeep Hooda"",""Golshifteh Farahani"",""Pankaj Tripathi"",""David Harbour""}","{Action,Thriller}","Extraction is a 2020 American action thriller film directed by Sam Hargrave and written by Joe Russo, based on the graphic novel Ciudad by Ande Parks, Joe Russo, Anthony Russo, Fernando León González, and Eric Skillman. The film's cast features Chris Hemsworth, Rudhraksh Jaiswal, Randeep Hooda, Golshifteh Farahani, Pankaj Tripathi and David Harbour. The film is about an Australian black ops mercenary whose mission to save an Indian crime lord's kidnapped son in Dhaka, Bangladesh goes awry when he is double-crossed.","https://upload.wikimedia.org/wikipedia/en/8/89/Extraction_%282020_film%29.png",259,384
"abe75f44-8ee0-48da-963d-4fe1d74e8de8","Braking for Whales",2020,"{""Tom Felton"",""Tammin Sursok"",""Wendi McLendon-Covey"",""David Koechner""}","{Comedy,Drama}","Braking for Whales is a 2019 American comedy-drama film directed by Sean McEwen and starring Tammin Sursok and Tom Felton. Sursok co-wrote the screenplay with McEwen.","https://upload.wikimedia.org/wikipedia/en/6/62/Braking_for_Whales.jpg",220,330
"db4489a7-1ec3-44d0-85c3-920176e153e7","Bad Education",2020,"{""Hugh Jackman"",""Allison Janney"",""Geraldine Viswanathan"",""Alex Wolff"",""Rafael Casal"",""Stephen Spinella"",""Annaleigh Ashford"",""Ray Romano""}","{Crime,Drama}","Bad Education is a 2019 American crime drama film directed by Cory Finley and written by Mike Makowsky. It is based on the 2004 New York magazine article ""The Bad Superintendent"" by Robert Kolker, about the true story of the largest public school embezzlement in American history. It features an ensemble cast including Hugh Jackman, Allison Janney, Geraldine Viswanathan, Alex Wolff, Rafael Casal, Stephen Spinella, Annaleigh Ashford and Ray Romano.","https://upload.wikimedia.org/wikipedia/en/3/3d/Bad_Education_poster.jpeg",259,383
"4c0b542a-c9f5-4893-af32-27d40aaddcb8","Dangerous Lies",2020,"{""Camila Mendes"",""Jessie T. Usher"",""Jamie Chung"",""Cam Gigandet"",""Sasha Alexander"",""Elliott Gould""}","{Thriller}","Dangerous Lies is a 2020 American psychological thriller film, directed by Michael Scott from a screenplay by David Golden. It stars Camila Mendes, Jessie T. Usher, Jamie Chung, Cam Gigandet, Sasha Alexander and Elliott Gould. It was released on April 30, 2020, by Netflix. In October 2020, Dangerous Lies was nominated for People's Choice Awards in the drama movie category.","https://upload.wikimedia.org/wikipedia/en/0/03/Dangerous_Lies_poster.jpg",259,383
"0021d291-f2c9-4b51-b903-642f0cb7e9d9","All Day and a Night",2020,"{""Ashton Sanders"",""Jeffrey Wright"",""Yahya Abdul-Mateen II""}","{Drama}","All Day and a Night is a 2020 American drama film written and directed by Joe Robert Cole. It stars Jeffrey Wright, Ashton Sanders and Yahya Abdul-Mateen II.","https://upload.wikimedia.org/wikipedia/en/0/03/All_Day_and_a_Night_poster.jpg",259,384
"81f2c1f0-2133-4b9f-84ca-35d822f670a9","The Wretched",2020,"{""John-Paul Howard"",""Piper Curda"",""Zarah Mahler"",""Kevin Bigley""}","{Horror,Supernatural}","The Wretched is a 2019 American supernatural horror film written and directed by the Pierce Brothers. It stars John-Paul Howard, Piper Curda, Zarah Mahler, Kevin Bigley, Gabriela Quezada Bloomgarden, Richard Ellis, Blane Crockarell, Jamison Jones, and Azie Tesfai. The film follows a defiant teenage boy who faces off with an evil witch posing as the neighbor next door.","https://upload.wikimedia.org/wikipedia/en/d/df/The_Wretched_%28film%29_poster.jpg",259,383
"aaf60e89-2c59-4f70-970a-6b6054398620","The Half of It",2020,"{""Leah Lewis"",""Daniel Diemer"",""Alexxis Lemire"",""Collin Chou""}","{Comedy,Drama}","The Half of It is a 2020 American coming-of-age comedy-drama film written and directed by Alice Wu. It stars Leah Lewis, Daniel Diemer, and Alexxis Lemire, with Enrique Murciano, Wolfgang Novogratz, Catherine Curtin, Becky Ann Baker, and Collin Chou in supporting roles. Teenager Ellie Chu agrees to write a love letter for a jock while falling for his crush. Netflix released the film on May 1, 2020, to positive reviews. The film received the Founders Award for Best Narrative Feature at the 2020 Tribeca Film Festival.","https://upload.wikimedia.org/wikipedia/en/7/71/The_Half_of_It_poster.jpeg",259,384
"8b03f976-fecf-4bdc-970a-3eaba3cc153a","Arkansas",2020,"{""Liam Hemsworth"",""Clark Duke"",""Michael Kenneth Williams"",""Vivica A. Fox"",""Eden Brolin"",""Chandler Duke"",""John Malkovich"",""Vince Vaughn""}","{Crime,Noir,Thriller}","Arkansas is a 2020 American neo-noir crime thriller film directed by Clark Duke in his directorial debut, from a screenplay he wrote with Andrew Boonkrong. It stars Liam Hemsworth, Clark Duke, Michael Kenneth Williams, Vivica A. Fox, Eden Brolin, Chandler Duke, John Malkovich and Vince Vaughn. It is based on the novel Arkansas by John Brandon.","https://upload.wikimedia.org/wikipedia/en/d/d5/Arkansas_poster.jpg",259,383
"7363159f-36db-426e-b83b-ab721d4d46fc","Valley Girl",2020,"{""Jessica Rothe"",""Josh Whitehouse"",""Mae Whitman"",""Judy Greer""}","{Comedy,Musical,Teen,Romance}","Valley Girl is a 2020 American jukebox musical romantic comedy teen film directed by Rachel Lee Goldenberg and written by Amy Talkington from a story by Wayne Crawford and Andrew Lane. It is a remake of the 1983 film of the same name and stars Jessica Rothe, Josh Whitehouse, Mae Whitman, and Judy Greer. The film follows Julie Richman, a Valley girl, who falls in love with Randy, a rebellious punk, during the early 1980s.","https://upload.wikimedia.org/wikipedia/en/d/d7/Valley_Girl_2020_poster.jpg",220,326
"b75f8267-df04-4b8a-a0d4-baf09ef77b2e","Capone",2020,"{""Tom Hardy"",""Linda Cardellini"",""Jack Lowden"",""Noel Fisher"",""Kyle MacLachlan"",""Matt Dillon""}","{Drama,Biography}","Capone is a 2020 American biographical drama film written, directed and edited by Josh Trank, with Tom Hardy starring as the eponymous gangster Al Capone. The film centers on Capone after his 11-year sentence at Atlanta Penitentiary, as he suffers from neurosyphilis and dementia while living in Florida. Linda Cardellini, Jack Lowden, Noel Fisher, Kyle MacLachlan, and Matt Dillon also star in supporting roles. First announced in October 2016 as Fonzo, production on the film did not begin until March 2018, lasting through May in Louisiana.","https://upload.wikimedia.org/wikipedia/en/2/2a/Capone_2020_poster.jpg",220,316
"94033b56-186c-49d8-8aff-1f075d271bc9","The Wrong Missy",2020,"{""David Spade"",""Lauren Lapkus"",""Geoff Pierson"",""Sarah Chalke"",""Molly Sims""}","{Comedy,Romance}","The Wrong Missy is a 2020 American romantic comedy film directed by Tyler Spindel which was produced by Happy Madison Productions. With a screenplay by Chris Pappas and Kevin Barnett, the film stars David Spade as a recently single businessman who accidentally invites a woman with whom he had a horrible first date to a corporate retreat after a case of mistaken identity. It features lesser roles for Rob Schneider and Molly Sims, and a cameo for Vanilla Ice.","https://upload.wikimedia.org/wikipedia/en/a/a0/The_Wrong_Missy_poster.jpg",259,383
